,PROD_CD,SLSMAN_CD,PLAN_MONTH,TARGET_IN_EA,ACH_IN_EA
6590,81,41,12,96,572
6591,59,48,11,3570,1874
6592,11,149,11,0,16
6593,39,188,12,0,54
6594,3,123,10,40,0
6595,43,41,12,0,26158
6596,18,150,12,1356,0
6597,81,134,12,504,745
6599,15,211,12,11604,9619
6600,58,164,11,30240,31614
6601,13,9,12,1152,1189
6603,36,70,12,24,29
6604,36,60,10,24,11
6605,56,114,10,324,555
6606,62,87,11,9828,6591
6607,74,99,10,0,36
6608,18,64,11,1284,374
6609,42,23,12,72,74
6610,35,209,10,4896,7239
6611,13,114,11,3384,3996
6612,58,214,12,3528,3852
6613,58,39,11,3528,4767
6616,80,26,11,0,24
6617,21,62,12,264,24
6618,26,128,11,132,211
6619,52,32,10,800,0
6620,80,48,12,576,818
6621,42,107,11,108,126
6622,80,206,12,504,227
6623,45,130,11,768,391
6624,32,110,10,72,64
6626,81,4,11,0,102
6628,35,57,11,2208,2767
6629,10,44,12,0,233
6630,17,48,11,68508,11055
6632,19,136,11,4872,4051
6633,45,164,10,1296,606
6634,10,5,10,0,10
6635,32,57,11,540,480
6636,39,124,12,648,454
6638,3,38,12,40,0
6639,47,180,12,2328,2738
6640,80,79,11,312,315
6642,67,143,10,0,18
6644,59,38,12,1050,508
6645,11,204,12,180,263
6646,35,29,12,2400,1835
6647,4,199,11,0,171
6648,63,213,10,0,3
6649,47,141,10,1704,3418
6650,15,104,11,4080,2677
6651,35,6,12,11904,14155
6652,35,187,11,0,384
6654,16,93,10,0,461
6655,47,217,11,1320,1530
6656,35,117,10,15456,21034
6657,3,203,11,0,160
6658,37,119,10,108,114
6659,14,155,11,0,338
6660,19,86,12,14112,18498
6661,16,109,11,2376,2358
6662,37,92,10,108,339
6663,3,94,11,40,0
6664,62,97,10,2058,1160
6665,14,15,12,32508,27450
6669,35,47,11,20544,23052
6670,39,204,11,324,465
6672,50,208,12,40512,32474
6673,62,170,10,3108,2791
6674,16,111,11,1440,819
6675,17,54,11,13356,3575
6676,54,13,10,24,0
6677,51,185,12,816,1132
6678,36,192,12,24,22
6679,16,174,12,432,870
6680,85,163,12,0,2
6681,50,170,11,36048,35601
6682,51,42,11,0,995
6683,61,136,12,0,18
6684,10,95,11,0,21
6686,81,195,11,96,109
6687,31,99,10,1200,154
6688,11,93,12,72,22
6689,3,56,11,0,2
6691,45,97,10,96,72
6692,14,162,11,7092,7123
6694,3,29,12,0,18
6695,15,160,10,1404,964
6696,10,109,12,0,49
6697,54,132,12,12,0
6698,59,119,11,1008,542
6699,26,204,10,348,209
6701,36,143,10,24,39
6702,35,153,12,0,228
6703,15,105,12,3624,3828
6704,35,12,11,6912,8649
6706,26,170,10,84,86
6707,14,30,10,30960,34341
6708,12,49,11,0,108
6709,62,84,10,2184,1163
6710,37,193,11,108,113
6711,27,36,12,180,149
6713,39,162,12,144,113
6715,31,112,12,800,370
6717,23,11,10,108,130
6719,81,40,12,312,166
6720,22,92,12,2400,8140
6721,3,210,10,40,0
6722,19,103,12,6216,10749
6723,51,159,12,0,1166
6724,26,27,11,216,97
6727,58,24,12,0,2700
6728,78,223,11,0,771
6729,13,172,11,3852,3605
6731,39,35,10,360,423
6732,32,80,11,12,12
6733,42,206,12,108,112
6734,37,24,12,0,2
6735,11,79,10,0,23
6737,38,172,10,252,299
6738,18,19,12,1836,0
6739,80,141,10,1704,1243
6740,47,216,10,1008,847
6742,56,10,10,540,1183
6744,80,215,11,360,453
6745,25,100,10,180,227
6747,5,56,10,80,74
6748,23,157,11,0,4
6749,15,23,12,6588,6045
6750,17,31,10,6156,6363
6751,23,212,12,36,47
6752,58,31,11,11928,13593
6753,35,146,12,7104,6016
6754,39,121,11,252,196
6756,16,210,10,0,378
6757,23,142,11,72,44
6758,16,98,11,1260,949
6760,35,2,11,3264,4047
6764,58,193,10,2856,6508
6765,35,7,11,10080,10220
6766,37,125,12,216,244
6767,16,208,11,1764,503
6768,80,75,10,624,421
6769,42,25,10,144,162
6770,80,109,10,1008,636
6771,62,154,11,4410,2575
6772,31,161,11,400,1335
6773,62,38,10,4242,3173
6774,32,79,12,240,108
6775,50,222,12,0,2880
6776,15,29,12,1956,1328
6777,10,82,10,0,25
6778,59,212,11,1008,1354
6779,61,98,10,1680,1035
6780,80,213,12,456,558
6782,56,66,11,72,55
6785,16,64,11,900,731
6786,74,95,10,0,768
6787,36,184,12,24,21
6790,26,19,10,840,737
6791,59,96,12,1512,1637
6793,58,33,12,3528,5390
6794,43,80,11,0,8389
6795,55,201,12,0,144
6796,62,41,12,4116,0
6798,61,185,12,0,257
6799,80,90,12,408,430
6800,74,76,10,0,933
6803,62,144,10,2772,1706
6804,20,64,10,24,0
6805,28,189,11,0,3
6806,5,123,12,80,101
6807,2,198,11,0,3
6808,47,47,11,3168,2908
6809,61,96,12,5964,0
6810,15,122,12,2784,2368
6811,83,92,12,0,6191
6812,38,37,12,684,955
6814,43,194,11,0,101512
6815,13,178,10,3600,4500
6816,20,181,10,24,0
6819,27,161,12,180,136
6821,9,84,10,0,20
6824,56,81,11,216,173
6825,83,150,11,0,459
6826,51,168,12,2208,2566
6827,43,129,11,0,3148
6830,58,98,12,8400,6562
6831,56,161,12,648,541
6832,13,42,11,1224,984
6833,27,129,12,72,49
6834,5,80,10,160,138
6835,86,143,12,0,213
6836,59,83,10,630,926
6837,39,70,12,432,251
6838,11,125,12,144,188
6839,26,57,10,84,60
6840,16,140,11,2844,1438
6841,83,121,12,0,6825
6843,58,107,10,7560,7718
6845,5,95,12,80,29
6846,13,33,11,864,1875
6847,3,113,10,40,0
6848,31,38,10,2400,400
6849,84,132,12,0,109
6850,33,82,11,0,2
6851,37,29,11,108,104
6852,31,110,12,400,296
6853,13,14,11,3348,2933
6855,26,22,11,0,12
6857,84,130,12,0,43
6858,26,140,12,144,208
6859,20,46,10,96,82
6862,8,19,12,0,51
6863,25,46,11,288,394
6864,56,158,10,72,3
6865,38,93,10,216,175
6866,25,198,10,612,651
6868,51,74,11,0,1539
6869,54,109,12,24,0
6870,5,89,10,80,24
6871,61,58,10,6804,4661
6872,61,17,11,2646,1109
6873,32,68,11,456,791
6875,43,193,11,0,5021
6877,37,43,10,144,156
6878,56,19,12,288,339
6879,14,83,10,29448,31039
6880,37,165,10,252,222
6881,33,159,10,5904,4622
6883,25,29,10,396,413
6884,19,193,12,3360,4355
6885,80,3,10,2352,1370
6886,14,107,11,18576,15111
6887,10,12,12,0,50
6888,58,31,10,14112,11556
6889,36,133,12,0,1
6890,14,21,10,24300,32637
6891,39,53,12,180,138
6892,10,74,12,0,33
6894,56,32,11,900,766
6895,14,133,12,0,1201
6896,47,216,12,1104,1212
6897,80,56,12,192,88
6898,15,11,10,3360,3898
6900,26,2,12,252,88
6902,8,202,12,0,24
6903,25,209,11,252,216
6904,26,94,11,24,24
6907,76,29,10,0,240
6908,39,161,12,468,324
6909,61,173,12,6972,0
6911,18,211,11,4296,1171
6912,27,32,11,36,46
6914,22,190,12,8800,13813
6915,16,166,10,0,5642
6916,74,212,10,0,3
6917,82,182,12,9660,7066
6918,56,164,11,432,154
6919,58,138,11,33264,37212
6920,13,4,11,10260,9868
6921,74,122,10,0,734
6922,17,98,10,4320,4924
6923,82,185,12,5208,2842
6924,81,114,10,24,0
6925,23,49,12,216,127
6926,11,62,11,540,301
6927,58,51,11,1344,1210
6928,81,33,12,0,161
6929,10,121,10,0,12
6931,15,120,12,0,179
6932,45,57,10,192,336
6934,38,6,11,252,253
6936,18,138,10,5184,6615
6937,14,83,11,23436,24198
6938,20,62,11,456,369
6940,35,125,11,7776,10674
6941,81,164,11,144,264
6943,45,113,10,432,311
6944,16,93,11,1368,495
6945,33,6,12,7740,7930
6946,45,42,11,816,1497
6947,43,8,12,3780,4938
6948,18,152,12,3444,4
6950,82,212,11,0,1624
6951,83,101,11,0,1433
6952,13,185,11,1224,1138
6953,10,185,11,0,17
6954,39,87,11,4032,2767
6956,26,159,12,48,80
6957,54,109,11,12,0
6958,73,33,10,0,9
6959,55,201,11,0,252
6960,19,61,11,0,540
6961,36,193,12,24,16
6964,10,44,11,0,190
6965,61,115,12,5460,0
6966,54,112,11,12,0
6967,19,111,11,1512,1360
6969,62,29,11,1554,404
6970,42,102,10,72,58
6972,83,33,11,0,504
6973,27,47,10,972,1373
6975,5,87,11,160,45
6976,42,11,10,144,141
6977,39,196,12,432,429
6979,31,31,11,0,800
6980,67,102,10,0,27
6982,26,122,11,84,94
6984,23,54,10,72,61
6985,3,160,11,40,0
6986,5,27,10,480,557
6987,14,22,11,0,442
6988,35,181,11,13344,14562
6989,5,172,10,240,385
6990,5,164,12,80,88
6991,18,159,10,1116,1109
6992,10,186,11,0,5
6994,36,32,12,48,37
6995,10,43,11,0,50
6997,82,35,11,0,1868
6998,11,157,11,0,6
6999,11,182,11,324,244
7001,26,191,11,60,133
7003,11,7,11,216,178
7006,5,212,12,80,97
7007,39,195,10,468,528
7008,45,54,12,96,291
7009,5,86,11,80,30
7010,27,148,12,144,227
7011,33,92,11,36,0
7012,81,56,10,48,0
7013,22,29,12,12800,12420
7014,37,206,11,72,110
7015,38,119,12,144,165
7016,10,132,12,0,72
7017,10,53,10,0,34
7018,5,119,11,400,218
7019,58,215,12,2184,3382
7020,37,86,11,216,231
7021,19,93,11,14112,14376
7022,82,45,11,0,492
7024,42,131,10,108,88
7025,78,202,11,0,239
7026,12,138,11,12,0
7027,56,138,12,252,36
7028,14,51,12,684,540
7029,86,2,12,0,99
7031,62,178,10,6258,2725
7032,32,46,12,360,79
7033,11,185,11,144,111
7034,47,211,12,2232,1613
7035,59,195,12,1512,926
7036,22,144,12,11200,12745
7037,32,6,11,3840,1558
7038,42,113,11,180,197
7042,39,189,11,0,90
7043,81,38,11,96,132
7044,13,149,11,0,18
7045,45,41,12,720,1419
7048,11,113,10,144,165
7049,11,5,12,72,20
7050,45,158,10,240,408
7051,83,80,11,0,712
7054,62,58,11,6174,1438
7057,35,130,10,12672,18720
7058,14,152,12,18396,15941
7059,18,86,10,1536,1761
7060,25,1,11,648,755
7061,47,105,10,2112,1508
7063,27,192,12,216,52
7064,85,170,12,0,16
7065,11,186,11,216,310
7066,42,87,10,216,129
7067,36,134,10,24,12
7069,43,92,11,0,31338
7070,80,162,10,672,288
7072,80,140,12,1032,420
7074,62,195,10,3108,3966
7075,52,15,10,400,0
7076,61,11,11,3108,1126
7079,81,186,12,120,95
7080,38,98,10,216,159
7082,27,181,10,108,105
7083,59,172,12,882,301
7084,28,189,10,0,1
7085,74,73,10,0,2166
7087,17,216,11,4536,1441
7089,45,180,10,816,407
7090,56,96,12,1332,228
7091,80,20,11,0,40
7093,16,211,12,612,2237
7094,35,41,10,192,184
7095,36,212,10,24,34
7096,62,161,12,4956,448
7097,81,42,11,48,525
7099,59,176,10,1134,285
7100,13,116,11,0,15
7101,51,208,11,0,814
7103,18,94,10,2400,2369
7104,42,84,11,108,87
7105,81,210,12,120,109
7106,39,121,10,324,374
7107,82,161,12,0,5187
7110,58,42,11,1848,0
7111,83,204,12,6888,6081
7112,11,83,12,108,97
7113,32,174,11,864,1112
7114,83,145,11,0,27
7115,17,126,11,6228,3857
7116,26,36,10,36,18
7119,85,132,12,0,116
7120,25,47,11,648,723
7121,74,85,10,0,288
7122,35,30,11,1920,1548
7124,38,212,11,108,87
7125,18,185,10,1128,1167
7126,59,56,10,252,26
7127,16,70,10,0,2364
7128,45,74,12,1584,999
7129,3,156,12,80,0
7131,19,139,10,5376,6339
7132,67,60,10,0,4
7133,36,43,10,24,25
7135,25,212,12,144,126
7136,20,113,11,144,171
7137,61,124,10,6888,8859
7138,58,43,12,41328,50034
7139,23,13,10,180,157
7141,11,171,10,36,36
7142,9,220,11,0,5
7143,19,4,12,12936,11082
7144,22,107,11,16800,23514
7148,16,19,10,0,1287
7150,48,13,10,0,3
7151,37,173,11,144,114
7152,45,118,11,0,24
7153,17,111,11,5796,1815
7154,16,127,11,0,869
7155,33,193,11,4752,3523
7157,86,4,12,0,111
7158,51,98,11,0,147
7159,39,96,12,504,237
7160,59,66,11,882,390
7163,16,75,10,0,1621
7164,62,1,11,9198,3086
7165,45,150,11,1200,256
7166,1,189,10,0,9
7167,43,110,11,0,1510
7168,47,193,12,1056,1447
7170,15,176,12,3252,3640
7171,35,164,12,5088,5708
7172,45,53,12,0,490
7173,37,178,10,144,177
7174,35,27,10,19488,19903
7175,5,193,12,240,195
7176,22,142,10,5200,900
7177,22,45,10,14400,802
7180,62,209,11,2604,1655
7181,54,27,10,0,24
7182,83,25,12,0,2823
7183,61,170,10,4032,3267
7186,27,10,12,216,168
7187,59,169,11,924,1054
7188,14,160,11,11664,12202
7189,62,18,10,2016,1069
7190,45,90,11,1104,186
7191,13,130,10,7668,8684
7192,56,107,10,252,345
7193,42,155,11,0,9
7194,62,156,11,2604,1579
7195,58,113,10,16128,15918
7196,14,79,12,39204,26873
7197,27,35,10,180,267
7198,31,13,10,0,1540
7199,86,83,12,0,165
7200,82,10,12,3444,1670
7201,47,187,11,0,38
7202,15,138,10,12996,12121
7203,83,187,12,0,210
7205,61,154,10,8652,6116
7206,33,45,12,2088,2478
7208,32,106,10,1332,1416
7209,7,220,11,0,41
7213,82,124,12,0,6299
7214,82,5,12,0,2229
7216,45,127,11,720,632
7217,37,101,10,36,29
7218,35,115,10,7008,10076
7219,14,99,12,18432,17496
7222,15,38,12,2940,2681
7223,5,174,10,160,107
7224,35,4,11,7008,11455
7225,58,38,11,4872,5987
7227,16,170,10,0,1507
7228,80,165,11,384,422
7229,9,109,12,0,11
7230,82,16,12,3024,1395
7231,10,192,10,0,147
7233,17,143,11,14040,2337
7234,13,14,12,3780,3755
7235,80,104,11,648,317
7236,56,57,10,972,1346
7237,42,209,10,144,72
7238,19,58,10,8904,8641
7239,22,20,12,0,440
7240,61,176,10,3738,2579
7241,59,75,10,504,238
7242,83,173,12,0,3301
7243,14,139,10,34380,30124
7244,36,216,12,24,21
7245,16,174,11,0,1359
7246,45,54,10,96,187
7247,82,188,12,0,2547
7248,38,15,12,252,176
7249,58,128,12,15288,12438
7250,36,189,10,0,24
7251,31,13,12,0,400
7252,18,98,12,420,0
7253,43,134,12,6732,7402
7254,11,6,11,252,315
7255,27,130,11,144,113
7256,16,1,12,2124,5391
7257,80,154,12,696,222
7258,33,217,11,1368,1515
7259,59,28,12,0,42
7261,32,40,12,36,0
7263,3,46,10,400,0
7264,2,92,11,0,42
7265,51,195,12,0,1919
7266,42,173,10,180,256
7267,13,121,10,1980,1806
7268,32,21,11,252,87
7270,14,48,10,79704,79254
7271,17,174,12,8856,0
7272,17,41,10,29808,33010
7273,3,83,11,80,0
7274,3,144,12,80,0
7276,26,172,12,36,268
7277,38,162,12,72,75
7278,22,32,12,4400,7060
7279,20,6,11,192,0
7280,36,92,12,24,30
7281,52,31,10,400,0
7282,50,98,11,13056,15723
7283,25,3,10,612,594
7284,27,131,11,144,177
7286,59,221,11,0,126
7287,14,185,12,23508,22830
7288,36,154,12,24,41
7289,13,175,11,0,53
7290,17,150,10,7056,8218
7293,5,112,12,160,109
7295,38,164,10,432,510
7298,17,148,12,13212,0
7300,26,166,10,396,372
7301,76,9,10,0,240
7302,15,60,10,4344,4759
7304,32,15,12,108,0
7305,4,45,10,0,4
7306,81,98,11,72,0
7308,73,15,10,0,4
7309,38,33,11,252,59
7311,47,17,12,1272,1115
7313,82,171,11,0,554
7316,58,176,12,8736,10164
7317,67,84,10,0,3
7319,1,224,12,0,29
7320,13,110,10,2016,2949
7321,37,210,10,108,135
7323,14,105,12,19008,23035
7324,50,101,10,24624,15706
7325,14,88,10,7380,11230
7326,7,201,12,0,2886
7328,50,139,11,60144,63762
7329,14,97,11,8136,8489
7330,83,40,12,0,4603
7331,81,21,10,0,208
7332,50,223,12,0,3640
7333,42,92,10,180,432
7336,36,172,11,24,19
7338,5,138,10,320,425
7339,22,86,11,6400,8830
7341,59,181,12,924,391
7342,51,217,12,0,1593
7343,61,35,10,14322,5591
7345,42,204,12,144,142
7346,18,175,11,0,18
7347,26,1,10,1536,1283
7349,37,73,10,216,162
7350,5,91,10,80,0
7351,27,59,11,0,3
7353,83,107,11,0,562
7354,47,47,10,2808,2698
7355,2,197,11,0,35
7356,80,47,11,576,1325
7357,36,138,12,24,28
7358,18,26,11,0,79
7359,27,23,12,108,76
7360,19,156,11,22008,23879
7361,61,108,10,1764,1379
7362,75,199,11,0,12
7363,58,27,11,32256,28937
7364,56,197,11,36,0
7365,42,23,10,72,83
7366,10,144,11,0,29
7367,35,136,12,9408,11308
7368,82,133,12,0,187
7371,51,59,11,0,145
7372,10,33,11,0,24
7374,21,138,11,24,48
7375,36,75,11,0,5
7376,81,171,12,96,0
7378,23,99,11,36,39
7379,59,211,12,1386,1091
7380,59,87,11,5124,5431
7381,32,108,10,252,270
7382,18,37,12,6168,0
7383,23,70,10,180,212
7384,50,33,10,29184,10471
7385,36,211,10,48,39
7386,26,216,12,24,0
7387,51,57,11,0,72
7388,47,102,12,1704,2018
7389,33,53,10,5976,2884
7390,11,79,12,0,19
7391,17,51,10,504,809
7392,82,211,11,0,2154
7393,19,197,12,24696,26914
7394,10,43,10,0,113
7395,45,152,10,816,647
7396,23,159,10,72,117
7397,83,29,12,0,1076
7398,32,111,12,456,254
7399,42,106,12,108,68
7401,82,4,11,0,1447
7402,38,160,12,108,64
7403,5,97,10,160,60
7404,81,12,11,120,0
7405,62,49,12,5208,0
7408,36,80,11,24,20
7409,45,49,11,2592,796
7410,61,109,11,5628,2608
7411,81,20,12,0,12
7413,25,190,12,540,511
7414,23,85,11,108,117
7416,76,170,10,0,539
7418,22,4,12,22000,12660
7419,57,62,11,0,72
7420,8,60,12,0,5
7422,56,7,11,432,376
7423,74,31,10,0,1820
7425,19,116,12,0,30
7426,23,127,11,216,193
7427,22,100,11,5200,7640
7428,36,27,10,24,36
7430,39,90,11,3348,2802
7431,5,108,11,160,157
7432,38,115,11,72,48
7433,45,79,12,240,534
7434,51,105,11,0,1105
7435,20,27,10,528,296
7436,56,115,10,108,36
7437,59,121,12,756,178
7438,62,163,10,2310,2363
7440,80,29,12,264,101
7442,48,174,10,72,0
7443,82,14,11,0,559
7444,59,204,12,756,1310
7445,14,18,10,29196,28808
7446,11,172,12,216,184
7447,11,176,12,36,27
7449,47,58,10,2472,2148
7450,58,163,11,26208,29244
7451,86,95,12,0,149
7453,13,169,11,11592,9309
7456,17,37,11,57492,12454
7457,45,37,11,1968,2134
7458,11,173,10,36,45
7460,5,148,11,480,243
7461,35,102,12,9312,10835
7462,14,60,12,21564,19478
7463,26,192,11,48,140
7464,42,68,10,72,48
7465,32,10,12,3768,4088
7466,59,193,12,378,248
7467,83,48,11,0,1512
7469,13,38,11,2268,2180
7470,83,56,12,0,1389
7471,56,62,12,108,12
7472,42,136,11,108,97
7473,27,128,12,72,63
7474,35,190,11,15840,21734
7475,18,57,10,756,843
7478,80,82,11,384,292
7480,50,27,10,32064,25185
7481,81,31,12,0,30
7483,5,7,12,160,179
7485,58,178,10,12768,11016
7487,37,184,10,72,91
7488,33,8,10,3780,4276
7489,23,139,11,144,57
7492,79,194,11,0,12
7493,14,82,10,29412,27261
7494,85,211,12,0,100
7498,59,111,12,210,195
7499,10,52,10,0,124
7500,43,62,11,0,6438
7502,5,190,12,720,809
7504,64,183,10,0,3
7506,20,138,10,72,48
7507,13,25,11,792,785
7508,3,23,11,160,0
7509,56,70,10,360,235
7510,42,160,10,108,85
7511,37,114,12,108,163
7513,22,14,12,38000,41970
7514,5,125,10,160,181
7515,59,50,12,3822,2689
7516,43,114,12,8100,6656
7517,42,93,10,108,96
7518,10,124,11,0,40
7519,25,160,10,396,557
7521,3,109,12,80,0
7523,35,102,10,9408,13937
7524,84,93,12,0,35
7525,19,70,11,21000,15882
7526,18,27,10,1476,1530
7528,56,112,10,360,524
7529,33,49,12,252,540
7530,22,128,11,7200,7220
7531,36,109,11,24,19
7532,81,169,12,144,264
7533,38,134,12,108,70
7535,32,10,10,3708,4759
7536,50,225,12,0,1026
7537,80,158,12,432,105
7538,33,192,12,4680,3289
7539,47,197,10,1656,1031
7542,25,31,10,396,416
7544,37,110,11,72,94
7545,45,184,12,192,346
7547,11,129,10,252,227
7548,32,3,11,96,24
7549,26,100,10,252,203
7550,45,24,11,0,36
7551,37,91,12,72,69
7552,59,20,11,0,29
7554,31,214,11,400,0
7555,86,108,12,0,37
7556,21,122,10,12,24
7557,9,158,11,0,25
7558,52,209,10,400,0
7559,39,159,11,252,251
7560,16,62,12,1224,1525
7561,27,173,10,108,84
7563,47,114,11,1224,1425
7564,33,138,12,1080,864
7566,39,134,12,216,116
7567,42,83,12,144,225
7569,13,23,11,1044,1164
7571,26,131,10,468,288
7572,19,119,12,10416,8815
7573,50,9,10,35568,24755
7574,27,99,10,144,126
7575,14,132,11,38268,35487
7576,50,93,12,28944,23871
7577,37,146,12,108,94
7579,23,79,11,108,98
7580,16,58,12,972,1323
7581,43,214,12,0,2339
7582,3,158,11,40,0
7583,2,128,10,0,20
7584,18,24,11,0,49
7586,62,81,11,2226,1038
7588,62,3,12,10038,0
7591,47,184,10,1104,1567
7592,22,105,11,12800,30712
7593,36,196,10,96,85
7594,22,16,11,21600,27210
7595,3,129,10,80,0
7596,39,5,10,252,279
7597,27,92,11,180,148
7598,15,110,10,2256,2033
7599,52,25,11,0,1
7600,14,15,11,29088,28219
7601,51,83,12,3444,3116
7602,58,140,12,34608,31614
7603,11,144,11,180,118
7604,62,89,10,17808,9788
7605,62,119,12,4074,245
7607,22,185,10,4000,2221
7608,26,168,12,240,286
7609,58,123,10,27384,33174
7610,82,162,11,0,686
7611,25,209,12,288,348
7612,17,126,10,11448,9402
7613,36,172,10,24,24
7614,27,125,11,72,75
7615,13,160,10,216,290
7616,3,181,10,120,0
7617,58,145,11,0,360
7618,13,104,10,2088,2318
7620,61,120,11,0,111
7621,61,64,12,3192,0
7623,81,49,12,864,561
7624,32,104,12,3240,3396
7625,52,134,11,800,0
7627,74,88,10,0,185
7630,17,191,12,10044,0
7631,45,204,11,480,551
7632,42,153,12,0,13
7633,31,102,10,4400,360
7634,35,82,10,5376,11077
7636,43,127,11,0,2525
7637,33,86,10,144,108
7639,59,51,10,6720,3538
7641,5,107,12,160,152
7642,14,186,11,15084,15944
7643,27,68,10,72,43
7645,22,23,11,14000,23418
7646,47,90,10,1656,1517
7648,80,135,11,0,17
7649,15,44,11,6552,6849
7650,83,142,12,0,1047
7652,59,25,10,714,457
7656,15,198,10,108,83
7658,45,183,10,1104,432
7659,80,154,10,216,665
7660,25,43,12,216,270
7661,45,148,10,1728,788
7662,3,103,11,160,0
7663,17,124,12,31824,0
7664,16,32,11,0,239
7665,83,135,11,0,52
7666,5,112,10,160,186
7667,51,93,11,0,706
7669,82,105,11,0,3596
7670,50,12,10,30192,29172
7671,47,121,11,2616,1826
7672,23,68,12,36,21
7673,38,96,10,324,322
7674,70,181,11,0,15
7675,27,89,12,288,188
7676,47,159,10,816,892
7677,16,97,11,1260,758
7678,3,12,12,40,0
7679,86,163,12,0,200
7680,56,30,10,576,545
7681,38,13,12,144,121
7682,18,73,11,0,824
7683,32,10,11,3324,4024
7684,76,194,10,0,478
7686,27,74,12,180,109
7689,18,112,11,900,166
7693,23,36,11,72,28
7694,13,88,11,2340,1601
7696,61,162,11,2310,1846
7697,21,180,10,24,60
7698,82,92,11,0,1388
7699,42,46,12,72,51
7700,27,16,11,36,72
7701,51,106,11,0,1113
7706,11,39,10,72,39
7707,61,50,12,15372,799
7708,38,49,10,468,592
7709,61,62,10,6762,6449
7710,74,14,10,0,474
7711,13,196,10,324,340
7712,36,171,11,72,54
7713,36,96,12,24,17
7714,48,187,11,0,14
7715,82,85,11,0,6790
7718,27,84,11,108,82
7719,18,4,11,3180,1109
7720,26,107,12,72,79
7721,56,34,10,1260,495
7722,42,96,11,360,330
7723,45,139,11,1200,581
7724,11,47,12,576,367
7725,32,117,11,744,518
7728,23,114,12,108,132
7729,39,36,12,360,291
7730,26,144,12,12,7
7731,17,35,10,37008,44282
7732,19,53,12,1512,955
7733,43,87,11,0,55645
7734,14,25,10,43920,35078
7736,16,165,12,4788,9276
7738,56,23,12,864,0
7739,81,184,10,168,48
7740,38,91,10,2088,2181
7741,14,161,10,19116,24651
7742,35,80,12,7392,9092
7743,42,42,11,72,44
7744,13,124,11,10872,7638
7745,12,62,10,0,12
7746,5,5,11,80,82
7747,35,101,11,6912,7747
7748,50,222,11,0,1968
7749,35,192,12,9696,8302
7750,16,208,12,1944,566
7751,32,125,10,192,96
7753,38,168,11,144,196
7754,15,192,11,1716,2226
7755,17,91,12,45576,0
7756,80,40,10,1032,1056
7757,80,94,12,816,318
7759,56,208,10,324,418
7760,50,199,11,0,11846
7761,43,169,12,13140,14598
7767,50,151,12,0,6
7768,47,20,12,0,46
